ID|Food Concept|Semantic Tags
A010829|SQUARES MELTED CHOCOLATE|AG.01.n.17.a [Sweets];AG.01.m [Substances for food preparation]
A010830|UNSWEETENED APPLE JUICE CONCENTRATE|AG.01.t.05 [Preparation for table/cooking];AG.01.ab [Fruit juice/squash];AG.01.o [Animal food]
A010831|APPLE BUTTER FROSTING|AG.01.h.01.c [Apple];AG.01.e.01 [Butter];AG.01.l.02 [Sweetener (syrup/honey/chocolate)];AG.01.n [Dishes and prepared food]
A010832|MOIST CAKE|AG.01.n.13 [Cake];AG.01.ak.02.a [Excess in drinking]
A010833|FIRM VANILLA ICE CREAM|AG.01.e [Dairy produce];AG.01.n [Dishes and prepared food];AG.01 [Food]
A010834|INSTANT PISTACHIO PUDDING|AG.01.n.03 [Puddings];AG.01 [Food]
A010835|APRICOT BABY FOOD|AG.01 [Food]
A010836|PLUM BABY FOOD|AG.01.h.01.e [Fruit containing stone];AG.01.h.01 [Fruit/a fruit]
A010837|ALMOND FROSTING|AG.01.l.02 [Sweetener (syrup/honey/chocolate)];AG.01.h.01.f [Nut]
A010838|SUGARED WATER|AG.01.z [Water];AG.01.t.05 [Preparation for table/cooking];AG.01.l.02 [Sweetener (syrup/honey/chocolate)]
A010839|TURTLE|AE.12.b [Order Chelonia (turtles, tortoises)];AE.13.l.02 [Order Columbiformes (doves, pigeons)]
A010840|UNBEATEN EGG WHITE|AG.01.k [Flour];AG.01.g [Eggs]
A010841|PECAN FLAVORING|AG.01.h.01.f [Nut]
A010842|HOT PUDDING MIXTURE|AG.01.af [Tea manufacture];AG.01.n.03 [Puddings];AG.01 [Food]
A010843|ICE CREAM BALL|AG.01.e [Dairy produce];AG.01.n [Dishes and prepared food];AG.01 [Food]
A010844|FRIED TORTILLA SHELL|AG.01.n.11 [Bread];AG.01.n.12 [Pancake/tortilla/oatcake];AG.01.t.07 [Cooking];AG.01.o [Animal food]
A010845|COOLED PEAR MIXTURE|AG.01.af [Tea manufacture];AG.01.h.01.d [Pear]
A010846|CREAM CHEESE/BANANA FILLING|AG.01.e [Dairy produce];AG.01.n [Dishes and prepared food]
A010848|FROZEN PIE|AG.01.t.06 [Preserving/pickling];AG.01.n.15 [Pastry]
A010849|CRUST PASTRY|AG.01.n.11 [Bread];AG.01.t.05 [Preparation for table/cooking];AG.01.n.15 [Pastry]
A010850|FROZEN SHAPED PIE FILLING|AG.01.t.06 [Preserving/pickling];AG.01.n.15 [Pastry]
A010851|ASCORBIC ACID|AG.01 [Food]
A010852|LIME EXTRACT|AG.01.ab [Fruit juice/squash];AG.01.h.01.a [Citrus fruit]
A010853|SPREADABLE GLAZE|AG.01.b [Consistency of food]
A010854|COLOURED FROSTINGS|AG.01.l.02 [Sweetener (syrup/honey/chocolate)]
A010855|UNICORN 'S NOSTRILS|AE.08 [Invertebrates];AE.10 [Fish]
A010856|EYELASHES|AG.01 [Food]
A010857|PURPLE UNICORN HAIR|AE.14 [Class Mammalia (mammals)];AE.08 [Invertebrates];AE.10 [Fish]
A010858|EAR SHAPES|AF.20.g [Cereal/corn/grain]
A010859|PINK SUGAR|AG.01.l.02 [Sweetener (syrup/honey/chocolate)]
A010860|WHISKEY MIXTURE|AG.01.af [Tea manufacture]
A010861|MARSHMALLOWS DRY|AF.12 [Particular plants/herbs/shrubs]
A010862|RAW CARROTS|AG.01.h.02.a [Root vegetable];AG.01.t.07 [Cooking]
A010863|WARM FILLING|AG.01 [Food]
A010864|WARM EGG WHITES|AG.01.k [Flour];AG.01.g [Eggs]
A010865|RESERVED PASTRY STRIPS|AG.01.n.15 [Pastry]
A010866|WALNUT SIZED MOUNDS|AG.01.h.01.f [Nut]
A010867|PETIT FOUR|AG.01 [Food]
A010868|SMALL MUFFIN PAPERS|AG.01.n.13 [Cake];AG.01.w [Setting table]
A010869|MICROWAVE CREAM|AG.01.t.08 [Equipment for food preparation];AG.01.e [Dairy produce];AG.01.t.07 [Cooking];AG.01.n [Dishes and prepared food]
A010870|OPTIONAL RASPBERRIES|AG.01.h.01.b [Berry]
A010871|COOKIE SANDWICH|AG.01.n.11 [Bread];AG.01.n.13 [Cake]
A010872|WATER DARK BROWN|AG.01.z [Water]
A010873|RESERVED CINNAMON WATER|AG.01.l.03 [Spice];AG.01.z [Water]
A010874|STIFF MERINGUE|AG.01 [Food]
A010875|LINGONBERRIES|AG.01 [Food]
A010876|STRAINED RAISINS|AG.01.h.01.b [Berry];AG.01.t.05 [Preparation for table/cooking];AG.01.h.01 [Fruit/a fruit]
A010877|FUN SIZE CANDY BARS|AG.01.n.17.a [Sweets];AG.01.l.02 [Sweetener (syrup/honey/chocolate)];AG.01.ak.01 [Drinking place]
A010878|CHOCOLATE FUDGE TOPPING|AG.01.n.17.a [Sweets];AG.01.m [Substances for food preparation]
A010879|PEAR BRANDY|AG.01.h.01.d [Pear];AG.01.y.01.e [Brandy]
A010880|CHILLED RICE PUDDING|AG.01.t.05 [Preparation for table/cooking];AG.01.t.06 [Preserving/pickling];AG.01.i [Corn/cereals/grain];AG.01.n.03 [Puddings]
A010881|ORANGE ZESTS|AG.01.l [Additive]
A010882|HONEY CREAM|AG.01.e [Dairy produce];AG.01.l.02 [Sweetener (syrup/honey/chocolate)];AG.01.n [Dishes and prepared food]
A010883|CRISP GLAZE|AG.01 [Food]
A010884|MOCHA CHOCOLATE FROSTING|AG.01.n.17.a [Sweets];AG.01.m [Substances for food preparation];AG.01.t.05 [Preparation for table/cooking];AG.01.l.02 [Sweetener (syrup/honey/chocolate)]
A010885|NUT STUFFING|AG.01.l [Additive];AG.01.h.01.f [Nut]
A010886|NICE STIFF DOUGH|AG.01.n.11 [Bread]
A010887|PEACH DUMPLINGS|AG.01.h.01.e [Fruit containing stone];AG.01.n.03 [Puddings]
A010888|CRUSHED COOKIE CRUST|AG.01.n.11 [Bread];AG.01.n.13 [Cake];AG.01.n.15 [Pastry]
A010889|PEPPERMINT ICE CREAM|AG.01.e [Dairy produce];AG.01.n [Dishes and prepared food];AG.01 [Food]
A010890|ICE CREAM SLICES|AG.01.t.08 [Equipment for food preparation];AG.01.e [Dairy produce];AG.01.n [Dishes and prepared food];AG.01 [Food]
A010891|RESERVED CRUSHED COOKIES|AG.01 [Food]
A010892|CRUNCHY PEANUT BUTTER|AG.01.h.01.f [Nut];AG.01.e.01 [Butter];AG.01.n [Dishes and prepared food]
A010893|WHOLE PEANUT|AG.01.e [Dairy produce];AG.01.h.01.f [Nut]
A010894|DOUGHNUT PIECES|AG.01.n.11 [Bread];AG.01.n.13 [Cake]
A010895|SPONGE CAKE SHELL|AG.01.n.13 [Cake]
A010896|BATTER BROWNS|AG.01.m [Substances for food preparation]
A010897|FRUIT SNACK|AG.01.r [Meal];AG.01.h [Fruit and vegetables];AG.01.h.01 [Fruit/a fruit]
A010898|ICE CREAM FILLED BAGGIE|AG.01.e [Dairy produce];AG.01.n [Dishes and prepared food];AG.01 [Food]
A010899|OPTIONAL ORANGE MARMALADE|AG.01.n.18 [Preserve]
A010900|CANDY STRIPS|AG.01.n.17.a [Sweets];AG.01.l.02 [Sweetener (syrup/honey/chocolate)]
A010901|SIMILAR SIZED COOKIE|AG.01.n.13 [Cake]
A010902|FROZEN MINI TART SHELLS|AG.01.t.06 [Preserving/pickling];AG.01.o [Animal food]
A010903|MINI TART SHELL|AG.01.o [Animal food]
A010904|COCONUT CRUST|AG.01.n.11 [Bread];AG.01.n.15 [Pastry];AG.01.h.01.f [Nut]
A010905|FREEZER POP MOLDS|AG.01.t.06 [Preserving/pickling];AG.01 [Food]
A010906|QUARTERED APRICOTS|AG.01.h.01.e [Fruit containing stone]
A010907|SUGARED APRICOTS|AG.01.h.01.e [Fruit containing stone];AG.01.t.05 [Preparation for table/cooking];AG.01.l.02 [Sweetener (syrup/honey/chocolate)]
A010908|TART UNCOVERED|AG.01.n.15 [Pastry]
A010909|MELTED APRICOT JAM|AG.01.n.18 [Preserve];AG.01.t.07 [Cooking]
A010910|COATED BANANAS|AG.01.h.01 [Fruit/a fruit]
A010911|FAVOURITE CREAM CHEESE FROSTING|AG.01.e [Dairy produce];AG.01.n [Dishes and prepared food];AG.01.n.18 [Preserve];AG.01.l.02 [Sweetener (syrup/honey/chocolate)];AG.01.e.02 [Cheese]
A010912|SLICED SWEETENED FRUIT|AG.01.t.05 [Preparation for table/cooking];AG.01.h [Fruit and vegetables];AG.01.h.01 [Fruit/a fruit]
A010913|PINEAPPLE JUICE CONCENTRATE|AG.01.l.02 [Sweetener (syrup/honey/chocolate)];AG.01.ab [Fruit juice/squash];AG.01.o [Animal food]
A010914|FRESH MANGO SLICES|AG.01.t.08 [Equipment for food preparation];AG.01.z [Water];AG.01 [Food]
A010915|MERINGUES DRY|AG.01.n.17 [Confections/sweetmeats]
A010916|CHOCOLATE SMOOTH|AG.01.n.17.a [Sweets];AG.01.m [Substances for food preparation];AG.01.y.01 [Intoxicating liquor]
A010917|COATED CHERRIES|AG.01.h.01.e [Fruit containing stone]
A010918|ENTIRE LAMB|AG.01.d.04 [Mutton]
A010919|GREEN FOOD COLOUR|AG.01.o [Animal food];AG.01 [Food]
A010920|GRASS|AG.01.h.02.b [Stalk vegetables]
A010921|CUT CARAMEL CANDY|AG.01.n.17.a [Sweets];AG.01.l.02 [Sweetener (syrup/honey/chocolate)]
A010922|THIN CONFECTIONERS ' ICING|AG.01.t.05 [Preparation for table/cooking];AG.01.l.02 [Sweetener (syrup/honey/chocolate)];AG.01.t.07 [Cooking]
A010923|FRESHNESS|AG.01 [Food]
A010924|EGGS LAST|AG.01.g [Eggs]
A010925|CANNOLI TUBE|AG.01 [Food]
A010926|WHITE CHOCOLATE BRANDY SAUCE|AG.01.n.17.a [Sweets];AG.01.h [Fruit and vegetables];AG.01.l.04 [Sauce/dressing];AG.01.m [Substances for food preparation];AG.01.y.01.e [Brandy]
A010927|FINISHED COOKIES|AG.01.x.01 [Eating];AG.01 [Food]
A010928|BROWN SUGAR FROSTING|AG.01.l.02 [Sweetener (syrup/honey/chocolate)]
A010929|HEAT SEMISWEET CHOCOLATE|AG.01.n.17.a [Sweets];AG.01.m [Substances for food preparation]
A010930|PULSE FLOUR|AG.01.j [Meal];AG.01.h.02.g [Pulse];AG.01.k [Flour]
A010931|EQUAL DISKS|AG.01 [Food]
A010932|OTHER DISKS|AG.01 [Food]
A010933|RECOMMENDED FILLING|AG.01 [Food]
A010934|THICKENED FILLING|AG.01 [Food]
A010935|COGNAC MIXTURE|AG.01.af [Tea manufacture];AG.01.y.01.e [Brandy]
A010936|SOFT BRUSH|AG.01 [Food]
A010937|GROUND RAISIN MIXTURE|AG.01.h.01.b [Berry];AG.01.af [Tea manufacture];AG.01.h.01 [Fruit/a fruit]
A010938|LITTLE SUPERFINE SUGAR|AG.01.l.02 [Sweetener (syrup/honey/chocolate)]
A010939|NUT DOUGH|AG.01.n.11 [Bread];AG.01.h.01.f [Nut]
A010940|CHERRY DOUGH|AG.01.n.11 [Bread];AG.01.h.01.e [Fruit containing stone]
A010941|MIXTURE CHANGES|AG.01.af [Tea manufacture]
A010943|MASHED NUTS|AG.01.t.05 [Preparation for table/cooking];AG.01.ae.03 [Brewing];AG.01.h.01.f [Nut]
A010944|DEGREES C. ROLL DOUGH|AG.01.n.11 [Bread]
A010945|QUICK OATMEAL|AG.01.j [Meal];AG.01.n.02 [Soup/pottage]
A010946|SMALL OLIVES|AG.01 [Food]
A010947|RAISIN PULP|AG.01.h.01.b [Berry];AG.01.h.01 [Fruit/a fruit]
A010948|RAISIN JUICE|AG.01.h.01.b [Berry];AG.01.y.01.a [Wine];AG.01.ab [Fruit juice/squash];AG.01.h.01 [Fruit/a fruit];AG.01.l.02 [Sweetener (syrup/honey/chocolate)]
A010949|BURNT SUGAR MIXTURE|AG.01.af [Tea manufacture];AG.01.l.02 [Sweetener (syrup/honey/chocolate)];AG.01.y.01.a [Wine]
A010950|LIME FLAVORED SODA|AG.01.aa [Aerated/carbonated drink];AG.01.m [Substances for food preparation];AG.01.ab [Fruit juice/squash];AG.01.h.01.a [Citrus fruit]
A010951|GREEN THUMB FROSTING|AG.01.l.02 [Sweetener (syrup/honey/chocolate)]
A010952|THUMB FROSTING|AG.01.l.02 [Sweetener (syrup/honey/chocolate)]
A010953|CREAM UNSALTED BUTTER|AG.01.t.05 [Preparation for table/cooking];AG.01.e.01 [Butter];AG.01.n [Dishes and prepared food]
A010954|EGG-SHAPED CANDIES|AG.01.n.17.a [Sweets];AG.01.l.02 [Sweetener (syrup/honey/chocolate)]
A010955|COATING SET|AG.01 [Food]
A010956|FOLD ROLLED OATS|AG.01.i [Corn/cereals/grain]
A010957|PEPPERMINT CANDY MIXTURE|AG.01.n.17.a [Sweets];AG.01.af [Tea manufacture];AG.01.l.02 [Sweetener (syrup/honey/chocolate)]
A010958|CAKE MIX-SUGAR MIXTURE|AG.01.n.13 [Cake];AG.01.af [Tea manufacture]
A010959|ADDITIONAL EVAPORATED MILK|AG.01.e [Dairy produce]
A010960|FOLD CHERRIES|AG.01.h.01.e [Fruit containing stone]
A010961|THIN CUSTARD|AG.01.n.16 [Egg dishes];AG.01.n.15 [Pastry]
A010962|SMALL ROUND DOLLOPS|AF.01 [Plants collectively]
A010963|ROOM TEMPERATURE BUTTER|AG.01.e.01 [Butter];AG.01.n [Dishes and prepared food]
A010964|OTHER COOKIE|AG.01.n.13 [Cake]
A010965|FILLED COOKIE|AG.01.x.02 [Appetite];AG.01.n.13 [Cake];AG.01.t.05 [Preparation for table/cooking]
A010966|WHOOPIE PIES|AG.01.n.15 [Pastry]
A010967|RESERVED COFFEE MIXTURE|AG.01.ad [Coffee];AG.01.af [Tea manufacture];AG.01.ag [Coffee manufacture]
A010968|HOT PEANUT BUTTER MIXTURE|AG.01.n [Dishes and prepared food];AG.01 [Food];AG.01.e.01 [Butter];AG.01.h.01.f [Nut];AG.01.af [Tea manufacture]
A010969|BUNNY CAKE|AG.01.n.13 [Cake]
A010970|CAKE MOLD|AG.01.n.13 [Cake]
A010971|TRANSFER CAULIFLOWER|AG.01.h.02.d [Cabbage/kale]
A010972|LIGHT BROWN SYRUP|AG.01.l.02 [Sweetener (syrup/honey/chocolate)]
A010973|HOT PECANS|AG.01.h.01.f [Nut];AG.01 [Food]
A010974|SOFTLY-FROZEN ICE CREAM|AG.01.e [Dairy produce];AG.01.n [Dishes and prepared food];AG.01 [Food]
A010975|GROUND SEA SALT|AG.01.w [Setting table];AG.01.l.01 [Salt];AG.01.t.05 [Preparation for table/cooking]
A010976|BOURBON MIXTURE|AG.01.af [Tea manufacture];AG.01.y.01.d [Whisky]
A010977|BROWNED CREAM MIXTURE|AG.01.e [Dairy produce];AG.01.af [Tea manufacture];AG.01.n [Dishes and prepared food]
A010978|EXTENDED TOP CRUST|AG.01.n.11 [Bread];AG.01.n.15 [Pastry]
A010979|THIN COOKIES|AG.01 [Food]
A010980|PASTE FOOD COLOURING|AG.01.n.15 [Pastry];AG.01.n.17 [Confections/sweetmeats];AG.01.l [Additive];AG.01 [Food]
A010981|LEMON ICE|AG.01.h.01.a [Citrus fruit];AG.01.ab [Fruit juice/squash];AG.01 [Food]
A010982|ROASTED ALMONDS|AG.01.t.07 [Cooking];AG.01.h.01.f [Nut]
A010983|WARM ALMONDS|AG.01.h.01.f [Nut]
A010984|POOP COOKIE|AG.01.n.13 [Cake]
A010985|CHERRY PIECES|AG.01.n.11 [Bread];AG.01.h.01.e [Fruit containing stone]
A010986|CARAMEL BITS|AG.01.n.17.a [Sweets];AG.01.l.02 [Sweetener (syrup/honey/chocolate)]
A010987|PLACE DIPPED COOKIES|AG.01 [Food]
A010988|CARROT CAKE BATTER|AG.01.n.11 [Bread];AG.01.n.13 [Cake];AG.01.m [Substances for food preparation];AG.01.h.02.a [Root vegetable]
A010989|DOUBLE CRUST PIE|AG.01.n.11 [Bread];AG.01.n.15 [Pastry]
A010990|BROWNIE CUBES|AG.01 [Food]
A010991|ANGEL FOOD CAKE SLICES|AG.01.t.08 [Equipment for food preparation];AG.01.n.13 [Cake];AG.01 [Food]
A010992|CHERRY-FLAVORED COLA|AG.01.aa [Aerated/carbonated drink];AG.01.h.01.f [Nut]
A010993|FROST CUPCAKES|AG.01 [Food]
A010994|WELL-LIKE HOLE|AG.01 [Food]
A010995|STUFFED APPLE|AG.01.h.01.c [Apple]
A010996|BAKED APPLE|AG.01.h.01.c [Apple];AG.01.t.07 [Cooking]
A010997|PINCH BROWN SUGAR|AG.01 [Food]
A010998|CARAMEL PECAN MIXTURE|AG.01.n.17.a [Sweets];AG.01.af [Tea manufacture];AG.01.l.02 [Sweetener (syrup/honey/chocolate)];AG.01.h.01.f [Nut]
A010999|CARAMEL CLUSTER|AG.01.n.17.a [Sweets];AG.01.l.02 [Sweetener (syrup/honey/chocolate)]
A011000|DRIZZLE LEMON JUICE|AG.01.l.02 [Sweetener (syrup/honey/chocolate)];AG.01.ab [Fruit juice/squash];AG.01.h.01.a [Citrus fruit]
A011001|GRAHAM CRACKER PIECES|AG.01.n.11 [Bread];AG.01.k [Flour]
A011002|APPLE-CREAM CHEESE MIXTURE|AG.01.n.18 [Preserve];AG.01.af [Tea manufacture];AG.01.e.02 [Cheese]
A011003|CAKE CRUMB MIXTURE|AG.01.n.11 [Bread];AG.01.n.13 [Cake];AG.01.af [Tea manufacture]
A011004|ENTIRE BALL|AG.01 [Food]
A011005|ADDITIONAL COATING|AG.01 [Food]
A011006|HOT APPLESAUCE MIXTURE|AG.01.af [Tea manufacture];AG.01 [Food]
A011007|TEASPOONFUL BLACKBERRY JAM|AG.01.n.18 [Preserve];AG.01.h.01.b [Berry]
A011008|BAKED ROLLS|AG.01.n.11 [Bread];AG.01.t.07 [Cooking]
A011009|LEMONADE DRINK MIX|AG.01.ab [Fruit juice/squash];AG.01.y.01 [Intoxicating liquor];AG.01.aa [Aerated/carbonated drink];AG.01.y [Drink];AG.01.m [Substances for food preparation];AG.01.ak [Drinking]
A011010|LEMON SUGAR|AG.01.l.02 [Sweetener (syrup/honey/chocolate)];AG.01.ab [Fruit juice/squash];AG.01.h.01.a [Citrus fruit]
A011011|CHUNKY APPLESAUCE|AG.01 [Food]
A011012|HALF-MOON-SHAPED PIE|AG.01.n.15 [Pastry]
A011013|CREAM DE MENTHE CANDY FLAVORING OIL|AG.01.n.17.a [Sweets];AG.01.e [Dairy produce];AG.01.l.02 [Sweetener (syrup/honey/chocolate)];AG.01.n [Dishes and prepared food]
A011014|PIE PASTRY CIRCLE|AG.01.t.08 [Equipment for food preparation];AG.01.n.15 [Pastry]
A011015|PRESSURE CANNER|AG.01.t.06 [Preserving/pickling]
A011016|DARK CHOCOLATE MIXTURE|AG.01.n.17.a [Sweets];AG.01.af [Tea manufacture]
A011017|UNMELTED WHITE CHOCOLATE|AG.01.n.17.a [Sweets];AG.01.m [Substances for food preparation]
A011018|POWDERED RED FOOD|AG.01.t.06 [Preserving/pickling];AG.01.t.05 [Preparation for table/cooking];AG.01.d [Animals for food];AG.01 [Food]
A011019|COLOURED CHOCOLATE|AG.01.n.17.a [Sweets];AG.01.m [Substances for food preparation]
A011020|PINK CHOCOLATE DOTS|AG.01.n.17.a [Sweets];AG.01.m [Substances for food preparation]
A011021|COOKED YAMS|AG.01.h.02.a [Root vegetable];AG.01.t.07 [Cooking]
A011022|YAM MIXTURE|AG.01.af [Tea manufacture];AG.01.h.02.a [Root vegetable]
A011023|FROST COOL CUPCAKES|AG.01 [Food]
A011024|SHREDDED APPLE|AG.01.h.01.c [Apple]
A011025|WARM FRUIT MIXTURE|AG.01.af [Tea manufacture];AG.01.h [Fruit and vegetables];AG.01.h.01 [Fruit/a fruit]
A011026|COLD CRUMBLE TOPPING|AG.01.n.08 [Prepared fruit and dishes]
A011027|BREAD BUTTER SIDES|AG.01.n.11 [Bread];AG.01.e.01 [Butter];AG.01.n [Dishes and prepared food]
A011028|GRILLED CHEESE|AG.01.t.07 [Cooking];AG.01.n.18 [Preserve];AG.01.e.02 [Cheese]
A011029|RESERVED CRUSHED LEMON DROP CANDY|AG.01.n.17.a [Sweets];AG.01.l.02 [Sweetener (syrup/honey/chocolate)];AG.01.h.01.a [Citrus fruit]
A011030|SUGAR LUMPS|AG.01.l.02 [Sweetener (syrup/honey/chocolate)]
A011031|MILK CHOCOLATE FROSTING|AG.01.n.17.a [Sweets];AG.01.e [Dairy produce];AG.01.m [Substances for food preparation];AG.01.l.02 [Sweetener (syrup/honey/chocolate)]
A011032|MIXED DRIED FRUITS|AG.01.h [Fruit and vegetables];AG.01.h.01 [Fruit/a fruit]
A011033|MIXED FRUITS|AG.01.h [Fruit and vegetables];AG.01.h.01 [Fruit/a fruit]
A011034|CANDIED PINEAPPLES|AG.01.t.06 [Preserving/pickling]
A011035|POPPY SEED|AF.29 [Particular cultivated/ornamental plants];AF.10.i [Seed]
A011036|RESERVED CINNAMON SUGAR MIXTURE|AG.01.l.03 [Spice];AG.01.af [Tea manufacture];AG.01.l.02 [Sweetener (syrup/honey/chocolate)]
A011037|COOLED CANDY MIXTURE|AG.01.n.17.a [Sweets];AG.01.af [Tea manufacture];AG.01.l.02 [Sweetener (syrup/honey/chocolate)]
A011038|CAKE MIX BASE|AG.01.n.13 [Cake];AG.01.m [Substances for food preparation]
A011039|CITRUS COCONUT|AG.01.h.01.f [Nut]
A011040|EMPTIED CHOCOLATE SYRUP|AG.01.n.17.a [Sweets];AG.01.m [Substances for food preparation];AG.01.l.02 [Sweetener (syrup/honey/chocolate)]
A011041|SIFTED CAKE FLOUR MIXTURE|AG.01.j [Meal];AG.01.n.13 [Cake];AG.01.k [Flour];AG.01.af [Tea manufacture]
A011042|PREPARED ANGEL FOOD CAKE|AG.01.n.13 [Cake];AG.01 [Food]
A011043|SOFTENED STRAWBERRY ICE CREAM|AG.01.e [Dairy produce];AG.01.h.01.b [Berry];AG.01.n [Dishes and prepared food];AG.01 [Food]
A011044|COCA|AG.01.h [Fruit and vegetables]
A011045|FLOURED FRUITS|AG.01.h [Fruit and vegetables];AG.01.h.01 [Fruit/a fruit]
A011046|JUICE CONCENTRATE|AG.01.l.02 [Sweetener (syrup/honey/chocolate)];AG.01.ab [Fruit juice/squash];AG.01.o [Animal food]
A011047|CHOCOLATE-COVERED MINT PATTIES|AG.01.n.17.a [Sweets];AG.01.n.15 [Pastry];AG.01.n [Dishes and prepared food]
A011048|MINT PATTY|AG.01.n.17.a [Sweets];AG.01.n.15 [Pastry];AG.01.n [Dishes and prepared food]
A011049|CHOCOLATE RECTANGLE|AG.01.n.17.a [Sweets];AG.01.m [Substances for food preparation]
A011050|DEGREES F. BLEND FLOUR|AG.01.j [Meal];AG.01.k [Flour]
A011051|GREEN CANDIED CHERRY|AG.01.h.01.e [Fruit containing stone];AG.01.t.06 [Preserving/pickling]
A011052|CRANBERRIES OPEN|AG.01.h.01.b [Berry]
A011053|MOLASSES FILLINGS|AG.01.l.02 [Sweetener (syrup/honey/chocolate)]
A011054|SOAKED RAISINS|AG.01.ak.02.a [Excess in drinking];AG.01.h.01.b [Berry];AG.01.h.01 [Fruit/a fruit]
A011055|TART DOUGH|AG.01.n.11 [Bread]
A011056|FILLED TARTS|AG.01.t.05 [Preparation for table/cooking];AG.01.n.15 [Pastry]
A011057|FINISHED TARTS|AG.01.n.15 [Pastry]
A011058|CARDAMOM SEEDS|AF.10.i [Seed]
A011059|BLUEBERRY CAKE VARIATION|AG.01.n.13 [Cake]
A011060|CARROT CUSTARD|AG.01.n.16 [Egg dishes];AG.01.n.15 [Pastry];AG.01.h.02.a [Root vegetable]
A011061|STEAM CARROTS|AG.01.h.02.a [Root vegetable]
A011062|COOLED CARROTS|AG.01.h.02.a [Root vegetable]
A011063|GRATED LIME RIND|AG.01.d.05 [Pork];AG.01.t.01 [Preparation of grain];AG.01.ab [Fruit juice/squash];AG.01.h.01.a [Citrus fruit]
A011064|OUTER CRUST|AG.01.n.11 [Bread];AG.01.n.15 [Pastry]
A011065|MINI CANDY-COATED CHOCOLATES|AG.01.n.17.a [Sweets];AG.01.m [Substances for food preparation]
A011066|BLANCHED ALMOND|AG.01.t.05 [Preparation for table/cooking];AG.01.h.01.f [Nut]
A011067|LARGE ROASTER|AG.01.d.05 [Pork];AG.01.t.07 [Cooking]
A011068|STEAMED PUDDING|AG.01.t.07 [Cooking];AG.01.n.03 [Puddings]
A011069|CHOCOLATE-COATED PEANUT|AG.01.h.01.f [Nut]
A011070|ROASTED PEANUTS|AG.01.t.07 [Cooking];AG.01.h.01.f [Nut]
A011071|SNAIL SHELL|AE.08 [Invertebrates]
A011072|PEACH PIE FILLING|AG.01.h.01.e [Fruit containing stone];AG.01.n.15 [Pastry]
A011073|WARM EGG ROLLS|AG.01 [Food]
A011074|RASPBERRY JAM MIXTURE|AG.01.n.18 [Preserve];AG.01.h.01.b [Berry];AG.01.af [Tea manufacture]
A011075|HERSHEY 'S COCOA POWDER|AG.01 [Food]
A011076|HERSHEY 'S CINNAMON CHIPS|AG.01.l.03 [Spice]
A011077|SPONGE CAKE MIXTURE|AG.01.n.13 [Cake];AG.01.af [Tea manufacture]
A011078|SIMILARLY-SIZED COOKIE|AG.01.n.13 [Cake]
A011079|BAG CAKE MIX|AG.01.n.13 [Cake];AG.01.m [Substances for food preparation]
A011080|COOLED CHEESECAKES|AG.01 [Food]
A011081|CREAMY ORANGE SAUCE|AG.01.e [Dairy produce];AG.01.h [Fruit and vegetables];AG.01.l.04 [Sauce/dressing]
A011082|TREFOIL CUTOUTS|AF.12 [Particular plants/herbs/shrubs]
A011083|COOKIE STRUCTURE|AG.01.n.13 [Cake]
A011084|HEAT MAPLE SYRUP|AG.01.l.02 [Sweetener (syrup/honey/chocolate)]
A011085|HOT MAPLE SYRUP|AG.01.l.02 [Sweetener (syrup/honey/chocolate)];AG.01 [Food]
A011086|PASTRY BOTTOM|AG.01.n.15 [Pastry]
A011087|PREPARED CHOCOLATE|AG.01.n.17.a [Sweets];AG.01.m [Substances for food preparation]
A011088|FILLED PASTRY|AG.01.x.02 [Appetite];AG.01.t.05 [Preparation for table/cooking];AG.01.n.15 [Pastry]
A011089|PIPE DOTS|AG.01 [Food]
A011090|WHIPPED CREAM DOT|AG.01.e [Dairy produce];AG.01.n [Dishes and prepared food]
A011091|WHIPPING WHITES|AG.01.k [Flour]
A011092|FOLD WHITES|AG.01.k [Flour]
A011093|CHERRIES DRY|AG.01.h.01.e [Fruit containing stone]
A011094|THICKENED CUSTARD|AG.01.n.16 [Egg dishes];AG.01.n.15 [Pastry]
A011095|RESERVED CAKE MIXTURE|AG.01.n.13 [Cake];AG.01.af [Tea manufacture]
A011096|FAVOURITE CUSTARD|AG.01.n.16 [Egg dishes];AG.01.n.15 [Pastry]
A011097|FROZEN WAFFLE|AG.01.n.13 [Cake];AG.01.t.06 [Preserving/pickling]
A011098|DARK CHOCOLATE BAR|AG.01.n.17.a [Sweets]
A011099|COURSE MEAL|AG.01.r.02 [Course];AG.01.j [Meal];AG.01.r [Meal]
A011100|ROSE SYRUP|AG.01.l.02 [Sweetener (syrup/honey/chocolate)]
A011101|BLUEBERRY PUREE|AG.01 [Food]
A011102|STRAINED BLUEBERRY PUREE|AG.01.t.05 [Preparation for table/cooking]
A011103|COOL WHIP DIPS|AG.01.l.04 [Sauce/dressing]
A011104|BOILING SUGAR SYRUP|AG.01.l.02 [Sweetener (syrup/honey/chocolate)]
A011106|CARAMEL SAUCE SET|AG.01.n.17.a [Sweets];AG.01.l.02 [Sweetener (syrup/honey/chocolate)];AG.01.h [Fruit and vegetables];AG.01.l.04 [Sauce/dressing]
A011107|MICROWAVE SEMI-SWEET CHOCOLATE|AG.01.n.17.a [Sweets];AG.01.t.08 [Equipment for food preparation];AG.01.m [Substances for food preparation];AG.01.t.07 [Cooking]
