,ID,Food Concept,Semantic Tags,pure tag
12737,A012829,LOW-BOILING GREEN SALSA,AG.01.l.04 [Sauce/dressing],AG.01.l.04
12738,A012830,TOP TORTILLAS,AG.01.n.11 [Bread];AG.01.n.12 [Pancake/tortilla/oatcake],AG.01.n.11;AG.01.n.12
12739,A012831,EXTRA GREEN SAUCE,AG.01.h [Fruit and vegetables];AG.01.l.04 [Sauce/dressing],AG.01.h;AG.01.l.04
12740,A012832,COATED FILLETS,"AF.10.l [Wood, other part of tree/woody plant];AE.07.d [Covering/skin]",AF.10.l;AE.07.d
12741,A012833,BALSAMIC VINAIGRETTE,AG.01.l [Additive],AG.01.l
12742,A012834,WARMED PITA,AF.12 [Particular plants/herbs/shrubs],AF.12
12743,A012835,SLICED CHICKEN,AG.01.d.06 [Fowls];AG.01.t.05 [Preparation for table/cooking],AG.01.d.06;AG.01.t.05
12744,A012836,MIX RICOTTA CHEESE,AG.01.n.18 [Preserve];AG.01.m [Substances for food preparation];AG.01.e.02 [Cheese],AG.01.n.18;AG.01.m;AG.01.e.02
12745,A012837,ROASTED VEGETABLES,AG.01.t.07 [Cooking],AG.01.t.07
12746,A012838,DRAINED PINEAPPLE JUICE,AG.01.l.02 [Sweetener (syrup/honey/chocolate)];AG.01.ab [Fruit juice/squash],AG.01.l.02;AG.01.ab
12747,A012839,EXCESS MARINADE,AG.01.m [Substances for food preparation],AG.01.m
12748,A012840,GRILLED PINEAPPLE RINGS,AG.01.t.07 [Cooking],AG.01.t.07
12749,A012841,MARINATED TOMATOES,AG.01.h.02.f [Fruits as vegetables];AG.01.t.05 [Preparation for table/cooking];AG.01.t.06 [Preserving/pickling],AG.01.h.02.f;AG.01.t.05;AG.01.t.06
12750,A012842,ONION SOUP,AG.01.h.02.e [Onion/leek/garlic];AG.01.n.02 [Soup/pottage],AG.01.h.02.e;AG.01.n.02
12751,A012843,FRENCH ROLLS,AG.01.n.11 [Bread],AG.01.n.11
12752,A012844,ROUND DISCS,AG.01 [Food],AG.01
12753,A012845,HOT CHICKEN STOCK,AG.01.d.06 [Fowls];AG.01 [Food],AG.01.d.06;AG.01
12754,A012846,FLANK STEAK,AG.01.d.07 [Seafood];AG.01.d.02 [Part/joint of animal];AG.01.d [Animals for food],AG.01.d.07;AG.01.d.02;AG.01.d
12755,A012847,MEDIUM HEAT SAUTE SPINACH,AG.01.h.02.c [Leaf vegetables],AG.01.h.02.c
12756,A012848,MIX COTTAGE CHEESE,AG.01.m [Substances for food preparation],AG.01.m
12757,A012849,UNCOOKED NOODLES,AG.01.t.07 [Cooking];AG.01.n [Dishes and prepared food],AG.01.t.07;AG.01.n
12758,A012850,COATING PIECES,AG.01.n.11 [Bread],AG.01.n.11
12759,A012851,CURRY MIXTURE,AG.01.n.01 [Food by way of preparation];AG.01.af [Tea manufacture],AG.01.n.01;AG.01.af
12760,A012852,DILL PICKLE SLICES,AG.01.t.08 [Equipment for food preparation];AG.01.t.06 [Preserving/pickling];AG.01.h.02.i [Herb],AG.01.t.08;AG.01.t.06;AG.01.h.02.i
12761,A012853,COOKED MANICOTTI,AG.01.t.07 [Cooking];AG.01.n [Dishes and prepared food],AG.01.t.07;AG.01.n
12762,A012854,STUFFED MANICOTTI,AG.01.t.05 [Preparation for table/cooking];AG.01.n [Dishes and prepared food],AG.01.t.05;AG.01.n
12763,A012855,MEDALLION,AG.01.d [Animals for food],AG.01.d
12764,A012856,PIERCE MEAT,AG.01.d [Animals for food];AG.01 [Food],AG.01.d;AG.01
12765,A012857,HALIBUT FILETS,AG.01.d.07 [Seafood],AG.01.d.07
12766,A012858,CHICKEN SKIN-SIDE,AG.01.d.06 [Fowls],AG.01.d.06
12767,A012859,BONELESS PORK RIBS,AG.01.d.05 [Pork],AG.01.d.05
12768,A012860,MOCHIKO BATTER,AG.01.m [Substances for food preparation],AG.01.m
12769,A012861,INSTANT BOUILLON,AG.01.n.02 [Soup/pottage];AG.01 [Food],AG.01.n.02;AG.01
12770,A012862,RESERVED MUSHROOM LIQUID,AG.01.h.02.h [Fungi],AG.01.h.02.h
12771,A012863,FETTUCINE PASTA,AG.01 [Food],AG.01
12772,A012864,PICNIC TABLE,AG.01.d.05 [Pork];AG.01.r.03 [Feast];AG.01.r.04 [Picnic/packed meal],AG.01.d.05;AG.01.r.03;AG.01.r.04
12773,A012865,PREPARED CORN MUFFIN MIXTURE,AG.01.w [Setting table];AG.01.n.13 [Cake];AG.01.af [Tea manufacture];AG.01.i [Corn/cereals/grain],AG.01.w;AG.01.n.13;AG.01.af;AG.01.i
12774,A012866,CHICKEN BROTH MIXTURE,AG.01.d.06 [Fowls];AG.01.af [Tea manufacture],AG.01.d.06;AG.01.af
12775,A012867,EXTRA PASTRY,AG.01.n.15 [Pastry],AG.01.n.15
12776,A012868,TURKEY NECK,AG.01.d.06 [Fowls];AG.01.d.02 [Part/joint of animal],AG.01.d.06;AG.01.d.02
12777,A012869,BREAST SIDE,AG.01.d.02 [Part/joint of animal],AG.01.d.02
12778,A012870,TURKEY STOCK,AG.01.d.06 [Fowls],AG.01.d.06
12779,A012871,SHREDDED BEEF,AG.01.d.03 [Beef],AG.01.d.03
12780,A012872,ORANGE ROUGHY FILLETS,AG.01 [Food],AG.01
12781,A012873,HALIBUT STEAKS,AG.01.d.07 [Seafood];AG.01.d [Animals for food],AG.01.d.07;AG.01.d
12782,A012874,HONEY MUSTARD MIXTURE,AG.01.l.03 [Spice];AG.01.af [Tea manufacture];AG.01.l.02 [Sweetener (syrup/honey/chocolate)],AG.01.l.03;AG.01.af;AG.01.l.02
12783,A012875,FLESH FLAKES,AE.07 [Animal body],AE.07
12784,A012876,MEAT BROWNS,AG.01.n.06 [Meat dishes];AG.01.d [Animals for food];AG.01 [Food],AG.01.n.06;AG.01.d;AG.01
12785,A012877,FLESH SIDE,AE.07 [Animal body],AE.07
12786,A012878,PREHEATED GRILL,AG.01.x.01.a [Eating place],AG.01.x.01.a
12787,A012879,TILAPIA CHUNKS,AE.10.g [Order Perciformes (perches)],AE.10.g
12788,A012880,HONEY-CUMIN SAUCE,AG.01.h [Fruit and vegetables];AG.01.l.04 [Sauce/dressing],AG.01.h;AG.01.l.04
12789,A012881,CHIPOTLE MAYONNAISE DRESSING,AG.01.n.01 [Food by way of preparation];AG.01.l.04 [Sauce/dressing],AG.01.n.01;AG.01.l.04
12790,A012882,SEPARATE SHALLOW DISHES,AG.01.w [Setting table];AG.01.n [Dishes and prepared food],AG.01.w;AG.01.n
12791,A012883,BREADED FISH,AG.01.d.07 [Seafood];AG.01.t.05 [Preparation for table/cooking],AG.01.d.07;AG.01.t.05
12792,A012884,COLESLAW MIXTURE,AG.01.af [Tea manufacture];AG.01.n.09 [Prepared vegetables and dishes],AG.01.af;AG.01.n.09
12793,A012885,RESERVED CHIPOTLE MAYONNAISE DRESSING,AG.01.n.01 [Food by way of preparation];AG.01.l.04 [Sauce/dressing],AG.01.n.01;AG.01.l.04
12794,A012886,CILANTRO COLESLAW,AG.01 [Food],AG.01
12795,A012887,COMPACT ROLL,AG.01.n.11 [Bread],AG.01.n.11
12796,A012888,ROLLS SEAM SIDES,AG.01.n.11 [Bread],AG.01.n.11
12797,A012889,INDIVIDUAL RIB SEGMENTS,AE.07 [Animal body],AE.07
12798,A012890,ASIAGO CREAM SAUCE,AG.01.e [Dairy produce];AG.01.n [Dishes and prepared food];AG.01.h [Fruit and vegetables];AG.01.l.04 [Sauce/dressing],AG.01.e;AG.01.n;AG.01.h;AG.01.l.04
12799,A012891,GARLIC FLAVORED OLIVE OIL,AG.01.h.02.e [Onion/leek/garlic];AG.01.f [Fat/oil],AG.01.h.02.e;AG.01.f
12800,A012892,MINCED SHALLOT,AG.01 [Food],AG.01
12801,A012893,SAUCE POOLS,AG.01.h [Fruit and vegetables];AG.01.l.04 [Sauce/dressing],AG.01.h;AG.01.l.04
12802,A012895,SLICED PORK,AG.01.d.05 [Pork];AG.01.t.05 [Preparation for table/cooking],AG.01.d.05;AG.01.t.05
12803,A012896,STALE BREAD,AG.01.n.11 [Bread];AG.01.a [Qualities of food],AG.01.n.11;AG.01.a
12804,A012897,CHICKEN 'S EXTERIOR,AG.01.d.06 [Fowls],AG.01.d.06
12805,A012898,RED CHILI PASTE,AG.01.n.17 [Confections/sweetmeats];AG.01.l [Additive],AG.01.n.17;AG.01.l
12806,A012899,LIGHT OLIVE OIL,AG.01.f [Fat/oil],AG.01.f
12807,A012900,SEALED SALMON,AG.01.d.07 [Seafood],AG.01.d.07
12808,A012901,SAUTE CHOPPED ONION,AG.01.h.02.e [Onion/leek/garlic],AG.01.h.02.e
12809,A012902,CREAM SAUCE MIXTURE,AG.01.e [Dairy produce];AG.01.h [Fruit and vegetables];AG.01.n [Dishes and prepared food];AG.01.l.04 [Sauce/dressing];AG.01.af [Tea manufacture],AG.01.e;AG.01.h;AG.01.n;AG.01.l.04;AG.01.af
12810,A012903,BROWN CHICKEN TENDERLOINS,AG.01.d.06 [Fowls],AG.01.d.06
12811,A012904,SHREDDED MEXICAN CHEESE,AG.01.n.18 [Preserve];AG.01.e.02 [Cheese],AG.01.n.18;AG.01.e.02
12812,A012905,CHICKEN MIX,AG.01.d.06 [Fowls];AG.01.m [Substances for food preparation],AG.01.d.06;AG.01.m
12813,A012906,CORN BREAD TOPPING,AG.01.n.11 [Bread],AG.01.n.11
12814,A012907,PREPARED FLOUR MIXTURE,AG.01.j [Meal];AG.01.k [Flour];AG.01.af [Tea manufacture],AG.01.j;AG.01.k;AG.01.af
12815,A012908,RESERVED ARTICHOKE LIQUID,AG.01.h.02.b [Stalk vegetables],AG.01.h.02.b
12816,A012909,BROWNED CHICKEN,AG.01.d.06 [Fowls],AG.01.d.06
12817,A012910,LOBSTER SHELLS,AG.01.d.07 [Seafood];AG.01.o [Animal food],AG.01.d.07;AG.01.o
12818,A012911,EQUAL AMOUNTS BUTTER,AG.01.e.01 [Butter];AG.01.n [Dishes and prepared food],AG.01.e.01;AG.01.n
12819,A012912,SIEVED TOMATOES,AG.01.h.02.f [Fruits as vegetables];AG.01.t.05 [Preparation for table/cooking],AG.01.h.02.f;AG.01.t.05
12820,A012913,ADDITIONAL CREOLE SEASONING,AG.01.t.05 [Preparation for table/cooking];AG.01.l [Additive],AG.01.t.05;AG.01.l
12821,A012914,WARM PEANUT SAUCE,AG.01.l.04 [Sauce/dressing];AG.01.h [Fruit and vegetables];AG.01.h.01.f [Nut],AG.01.l.04;AG.01.h;AG.01.h.01.f
12822,A012915,TURKEY BREAST SKIN,AG.01.d.06 [Fowls];AG.01.d.02 [Part/joint of animal],AG.01.d.06;AG.01.d.02
12823,A012916,BEEF PATTIES,AG.01.n.17.a [Sweets];AG.01.d.03 [Beef];AG.01.n.15 [Pastry];AG.01.n [Dishes and prepared food],AG.01.n.17.a;AG.01.d.03;AG.01.n.15;AG.01.n
12824,A012917,CHILLED CRAB MIXTURE,AG.01.d.07 [Seafood];AG.01.t.06 [Preserving/pickling];AG.01.t.05 [Preparation for table/cooking];AG.01.af [Tea manufacture],AG.01.d.07;AG.01.t.06;AG.01.t.05;AG.01.af
12825,A012918,SMALL THICK PATTIES,AG.01.n.17.a [Sweets];AG.01.n.15 [Pastry],AG.01.n.17.a;AG.01.n.15
12826,A012919,SLICED MEAT,AG.01.t.05 [Preparation for table/cooking];AG.01.d [Animals for food];AG.01 [Food],AG.01.t.05;AG.01.d;AG.01
12827,A012920,OTHER NOODLES,AG.01.n [Dishes and prepared food],AG.01.n
12828,A012921,PRIME RIB,AG.01 [Food],AG.01
12829,A012922,RESERVED HONEY MUSTARD SAUCE,AG.01.l.03 [Spice];AG.01.l.02 [Sweetener (syrup/honey/chocolate)];AG.01.h [Fruit and vegetables];AG.01.l.04 [Sauce/dressing],AG.01.l.03;AG.01.l.02;AG.01.h;AG.01.l.04
12830,A012923,HOT PASTA,AG.01 [Food],AG.01
12831,A012924,SAUTE MUSHROOMS,AG.01.h.02.h [Fungi],AG.01.h.02.h
12832,A012925,BREADED PORK,AG.01.d.05 [Pork];AG.01.t.05 [Preparation for table/cooking],AG.01.d.05;AG.01.t.05
12833,A012926,TOASTED HAMBURGER BUNS,AG.01.n.05 [Sausage];AG.01.n.06 [Meat dishes];AG.01.n.13 [Cake];AG.01.t.07 [Cooking],AG.01.n.05;AG.01.n.06;AG.01.n.13;AG.01.t.07
12834,A012927,KEBABS,AG.01 [Food],AG.01
12835,A012928,IRISH CHEESE,AG.01.n.18 [Preserve];AG.01.e.02 [Cheese],AG.01.n.18;AG.01.e.02
12836,A012929,FLIP SANDWICHES,AG.01.n.11 [Bread],AG.01.n.11
12837,A012930,VODKA SAUCE,AG.01.y.01 [Intoxicating liquor];AG.01.h [Fruit and vegetables];AG.01.l.04 [Sauce/dressing],AG.01.y.01;AG.01.h;AG.01.l.04
12838,A012931,PESTO BURGERS,AG.01 [Food],AG.01
12839,A012932,CLOVES MINCED GARLIC,AG.01.l.03 [Spice];AG.01.h.02.e [Onion/leek/garlic],AG.01.l.03;AG.01.h.02.e
12840,A012933,UNUSED MARINADE,AG.01.m [Substances for food preparation],AG.01.m
12841,A012934,LAMB CHOPS,AG.01.d.04 [Mutton];AG.01.o [Animal food],AG.01.d.04;AG.01.o
12842,A012935,RESERVED JUICES,AG.01.l.02 [Sweetener (syrup/honey/chocolate)];AG.01.ab [Fruit juice/squash],AG.01.l.02;AG.01.ab
12843,A012936,SOAKED WOOD CHIPS,AG.01.ak.02.a [Excess in drinking],AG.01.ak.02.a
12844,A012937,SALSA TOPPED BREAD,AG.01.n.11 [Bread];AG.01.l.04 [Sauce/dressing],AG.01.n.11;AG.01.l.04
12845,A012938,SPINACH DRY,AG.01.n.11 [Bread];AG.01.h.02.c [Leaf vegetables],AG.01.n.11;AG.01.h.02.c
12846,A012939,GROUND CAYENNE PEPPER,AG.01.l.03 [Spice],AG.01.l.03
12847,A012940,COATED SHRIMP,AG.01.d.07 [Seafood],AG.01.d.07
12848,A012941,BUTTER HOT SAUCE,AG.01.h [Fruit and vegetables];AG.01.n [Dishes and prepared food];AG.01 [Food];AG.01.e.01 [Butter];AG.01.l.04 [Sauce/dressing],AG.01.h;AG.01.n;AG.01;AG.01.e.01;AG.01.l.04
12849,A012942,WRAPPED CHICKEN BREASTS,AG.01.d.06 [Fowls];AG.01.d.02 [Part/joint of animal],AG.01.d.06;AG.01.d.02
12850,A012943,PISTACHIO COATING,AF.20.c [Edible nuts/nut-trees],AF.20.c
12851,A012944,RETURN VENISON,AE.14.m.08 [Family Cervidae (deer)],AE.14.m.08
12852,A012945,VENISON PIECES,AG.01.n.11 [Bread],AG.01.n.11
12853,A012946,INDIVIDUAL LOAVES,AG.01.n.11 [Bread];AG.01.n.06 [Meat dishes],AG.01.n.11;AG.01.n.06
12854,A012947,GARLIC SALT MIXTURE,AG.01.w [Setting table];AG.01.h.02.e [Onion/leek/garlic];AG.01.l.01 [Salt];AG.01.af [Tea manufacture],AG.01.w;AG.01.h.02.e;AG.01.l.01;AG.01.af
12855,A012948,CRISPED BACON,AG.01.d.05 [Pork],AG.01.d.05
12856,A012949,SHORT RIBS,AF.10.e [Leaf];AG.01 [Food],AF.10.e;AG.01
12857,A012950,RIBS MIXTURE,AG.01.af [Tea manufacture],AG.01.af
12858,A012951,REDUCED SAUCE,AG.01.h [Fruit and vegetables];AG.01.l.04 [Sauce/dressing],AG.01.h;AG.01.l.04
12859,A012952,SAUTE BEEF,AG.01.d.03 [Beef],AG.01.d.03
12860,A012953,PEPPERS OPEN SIDE,AG.01.l.03 [Spice],AG.01.l.03
12861,A012954,PROSCIUTTO SLICES,AG.01.d.05 [Pork];AG.01.t.08 [Equipment for food preparation],AG.01.d.05;AG.01.t.08
12862,A012955,ENTIRE BREAST,AG.01.d.02 [Part/joint of animal],AG.01.d.02
12863,A012956,DICED BACON,AG.01.d.05 [Pork],AG.01.d.05
12864,A012957,DICED LAMB,AG.01.d.04 [Mutton],AG.01.d.04
12865,A012958,BROWN MEATBALLS,AG.01 [Food],AG.01
12866,A012960,CRUMBLED FETA CHEESE,AG.01.n.18 [Preserve];AG.01.e.02 [Cheese],AG.01.n.18;AG.01.e.02
12867,A012961,SEASONED WATER,AG.01.z [Water];AG.01.t.05 [Preparation for table/cooking],AG.01.z;AG.01.t.05
12868,A012962,GRILLED RIBS,AG.01.t.07 [Cooking],AG.01.t.07
12869,A012963,HONEY-BUTTER SAUCE,AG.01.h [Fruit and vegetables];AG.01.l.04 [Sauce/dressing],AG.01.h;AG.01.l.04
12870,A012964,RESERVED BREAD CRUMBS,AG.01.n.11 [Bread],AG.01.n.11
12871,A012965,ADDITIONAL THICK ROSEMARY STEM,AF.10.a [Stem/stalk];AF.28 [Fragrant plants/plants used in perfumery],AF.10.a;AF.28
12872,A012966,ANGEL HAIR PASTA,AE.14 [Class Mammalia (mammals)],AE.14
12873,A012967,SCAMPI,AG.01.d.07 [Seafood];AG.01.n.07 [Fish dishes],AG.01.d.07;AG.01.n.07
12874,A012968,NOODLES FLAT,AG.01.n [Dishes and prepared food],AG.01.n
12875,A012969,BROTH MIX,AG.01.m [Substances for food preparation],AG.01.m
12876,A012970,BLENDED MARINADE,AG.01.m [Substances for food preparation],AG.01.m
12877,A012971,HAM PIECES,AG.01.n.11 [Bread];AG.01.d.02 [Part/joint of animal],AG.01.n.11;AG.01.d.02
12878,A012972,DRIZZLE VEGETABLE OIL,AG.01.f [Fat/oil],AG.01.f
12879,A012973,DRY TURKEY,AG.01.d.06 [Fowls],AG.01.d.06
12880,A012974,MAPLE BUTTER MIX,AG.01.m [Substances for food preparation];AG.01.e.01 [Butter];AG.01.n [Dishes and prepared food],AG.01.m;AG.01.e.01;AG.01.n
12881,A012975,MAPLE BUTTER MIXTURE,AG.01.e.01 [Butter];AG.01.af [Tea manufacture];AG.01.n [Dishes and prepared food],AG.01.e.01;AG.01.af;AG.01.n
12882,A012976,CHOPPED CARROT,AG.01.h.02.a [Root vegetable],AG.01.h.02.a
12883,A012977,RESERVED MAPLE BUTTER MIXTURE,AG.01.e.01 [Butter];AG.01.af [Tea manufacture];AG.01.n [Dishes and prepared food],AG.01.e.01;AG.01.af;AG.01.n
12884,A012978,FRIED FISH,AG.01.d.07 [Seafood];AG.01.t.07 [Cooking],AG.01.d.07;AG.01.t.07
12885,A012979,NICE GOLDEN BROWN SYRUP,AG.01.a [Qualities of food];AG.01.l.02 [Sweetener (syrup/honey/chocolate)],AG.01.a;AG.01.l.02
12886,A012980,POUNDED CHICKEN BREASTS,AG.01.d.06 [Fowls];AG.01.d.02 [Part/joint of animal],AG.01.d.06;AG.01.d.02
12887,A012981,BLACKENED SKIN,AG.01 [Food],AG.01
12888,A012982,ROASTED POBLANOS,AG.01.t.07 [Cooking],AG.01.t.07
12889,A012983,COOLED CHICKEN BREASTS,AG.01.d.06 [Fowls];AG.01.d.02 [Part/joint of animal],AG.01.d.06;AG.01.d.02
12890,A012984,PEPPERCORN SAUCE,AG.01.l.03 [Spice];AG.01.h [Fruit and vegetables];AG.01.l.04 [Sauce/dressing],AG.01.l.03;AG.01.h;AG.01.l.04
12891,A012985,OUNCE WHISKEY,AE.14.c [Family Felidae (felines)],AE.14.c
12892,A012986,CRAB STUFFING,AG.01.d.07 [Seafood];AG.01.h.01.c [Apple];AG.01.x.02.b [Excessive consumption of food/drink];AG.01.l [Additive],AG.01.d.07;AG.01.h.01.c;AG.01.x.02.b;AG.01.l
12893,A012987,ENTIRE CHICKEN,AG.01.d.06 [Fowls],AG.01.d.06
12894,A012988,RUBBED CHICKEN,AG.01.d.06 [Fowls],AG.01.d.06
12895,A012989,DRY RANCH DRESSING,AG.01 [Food],AG.01
12896,A012990,FINS,"AE.14.b [Order Cetacea (whales, dolphins)];AE.10 [Fish]",AE.14.b;AE.10
12897,A012991,SALMON 'S SKIN,AG.01.d.07 [Seafood],AG.01.d.07
12898,A012992,CHICKEN FAT,AG.01.d.06 [Fowls],AG.01.d.06
12899,A012993,THYME LEAVES,AG.01.h.02.i [Herb],AG.01.h.02.i
12900,A012994,COOKED CHICKEN MEAT,AG.01.d.06 [Fowls];AG.01.d [Animals for food];AG.01.t.07 [Cooking];AG.01 [Food],AG.01.d.06;AG.01.d;AG.01.t.07;AG.01
12901,A012995,RESERVED SEASONING MIX,AG.01.m [Substances for food preparation];AG.01.t.05 [Preparation for table/cooking];AG.01.l [Additive],AG.01.m;AG.01.t.05;AG.01.l
12902,A012996,LARGE CAKES,AG.01.n.13 [Cake];AG.01.o [Animal food],AG.01.n.13;AG.01.o
12903,A012997,PORK LOIN,AG.01.d.05 [Pork];AG.01.d.02 [Part/joint of animal],AG.01.d.05;AG.01.d.02
12904,A012998,BRINE MIXTURE,AG.01.af [Tea manufacture],AG.01.af
12905,A012999,RESERVED TOMATO SAUCE MIXTURE,AG.01.h.02.f [Fruits as vegetables];AG.01.af [Tea manufacture];AG.01.h [Fruit and vegetables];AG.01.l.04 [Sauce/dressing],AG.01.h.02.f;AG.01.af;AG.01.h;AG.01.l.04
12906,A013000,RESERVE SAUCE,AG.01.h [Fruit and vegetables];AG.01.l.04 [Sauce/dressing],AG.01.h;AG.01.l.04
12907,A013001,WARMED CORN TORTILLAS,AG.01.n.11 [Bread];AG.01.n.12 [Pancake/tortilla/oatcake];AG.01.i [Corn/cereals/grain],AG.01.n.11;AG.01.n.12;AG.01.i
12908,A013002,BLUE CHEESE-CHIVE BUTTER,AG.01.e.01 [Butter];AG.01.n [Dishes and prepared food],AG.01.e.01;AG.01.n
12909,A013003,DILUTED VINEGAR,AG.01.ae.01 [Wine-making];AG.01.l [Additive],AG.01.ae.01;AG.01.l
12910,A013004,LARGE TURKEY,AG.01.d.06 [Fowls],AG.01.d.06
12911,A013005,HOT DOG BUN,AG.01.n.11 [Bread];AG.01.n.13 [Cake],AG.01.n.11;AG.01.n.13
12912,A013006,STEAMED BUN,AG.01.n.13 [Cake];AG.01.t.07 [Cooking],AG.01.n.13;AG.01.t.07
12913,A013007,SWEET GREEN PICKLE RELISH,AG.01.a [Qualities of food];AG.01.t.06 [Preserving/pickling];AG.01.l [Additive],AG.01.a;AG.01.t.06;AG.01.l
12914,A013008,SPORT PEPPERS,AG.01.l.03 [Spice];AG.01.w [Setting table],AG.01.l.03;AG.01.w
12915,A013009,CRUMBLED CORN CHIPS,AG.01.i [Corn/cereals/grain],AG.01.i
12916,A013010,HOT PEPPER SAUCE MIXTURE,AG.01.h [Fruit and vegetables];AG.01 [Food];AG.01.l.03 [Spice];AG.01.l.04 [Sauce/dressing];AG.01.af [Tea manufacture],AG.01.h;AG.01;AG.01.l.03;AG.01.l.04;AG.01.af
12917,A013011,RANCH DRESSING MIXTURE,AG.01.af [Tea manufacture],AG.01.af
12918,A013012,PIERCE STEAKS,AG.01.d.07 [Seafood];AG.01.d [Animals for food],AG.01.d.07;AG.01.d
12919,A013013,UNCOOKED SAUCE,AG.01.t.07 [Cooking];AG.01.h [Fruit and vegetables];AG.01.l.04 [Sauce/dressing],AG.01.t.07;AG.01.h;AG.01.l.04
12920,A013014,BROWN CHICKEN,AG.01.d.06 [Fowls],AG.01.d.06
12921,A013015,TURKEY BREASTS,AG.01.d.06 [Fowls];AG.01.d.02 [Part/joint of animal],AG.01.d.06;AG.01.d.02
12922,A013016,RETURN WATER,AG.01.z [Water],AG.01.z
12923,A013017,CLAM SAUCE,AG.01.h [Fruit and vegetables];AG.01.l.04 [Sauce/dressing],AG.01.h;AG.01.l.04
12924,A013018,FISH FILETS,AG.01.d.07 [Seafood],AG.01.d.07
12925,A013019,GRILL CHICKEN,AG.01.d.06 [Fowls],AG.01.d.06
12926,A013020,HOT PEPPER PASTE,AG.01 [Food];AG.01.l.03 [Spice];AG.01.l [Additive];AG.01.w [Setting table];AG.01.n.17 [Confections/sweetmeats],AG.01;AG.01.l.03;AG.01.l;AG.01.w;AG.01.n.17
12927,A013021,CHICKEN BREAST FLAT,AG.01.d.06 [Fowls];AG.01.d.02 [Part/joint of animal],AG.01.d.06;AG.01.d.02
12928,A013022,FAJITA SEASONING,AG.01.t.05 [Preparation for table/cooking];AG.01.l [Additive],AG.01.t.05;AG.01.l
12929,A013023,FAVOURITE CONDIMENTS,AG.01.l [Additive],AG.01.l
12930,A013024,TURKEY WINGS,AG.01.d.06 [Fowls],AG.01.d.06
12931,A013025,POULTRY SEASONING MIXTURE,"AG.01.u [Container for food, place for storing food];AG.01.t.05 [Preparation for table/cooking];AG.01.af [Tea manufacture];AG.01.l [Additive]",AG.01.u;AG.01.t.05;AG.01.af;AG.01.l
12932,A013026,POULTRY SEASONING MIX,"AG.01.u [Container for food, place for storing food];AG.01.m [Substances for food preparation];AG.01.t.05 [Preparation for table/cooking];AG.01.l [Additive]",AG.01.u;AG.01.m;AG.01.t.05;AG.01.l
12933,A013027,BUNCH SAGE,AG.01.h.02.i [Herb];AG.01.l [Additive],AG.01.h.02.i;AG.01.l
12934,A013028,TURKEY GIBLETS,AG.01.d.06 [Fowls];AG.01.d.02 [Part/joint of animal],AG.01.d.06;AG.01.d.02
12935,A013029,TURKEY FAT,AG.01.d.06 [Fowls],AG.01.d.06
12936,A013030,SKIMMED TURKEY STOCK,AG.01.d.06 [Fowls];AG.01.t.02 [Preparation of dairy produce];AG.01.e.02 [Cheese],AG.01.d.06;AG.01.t.02;AG.01.e.02
12937,A013031,TOOTH,AF.10 [Part of plant],AF.10
12938,A013032,THICKENED SAUCE MIXTURE,AG.01.af [Tea manufacture];AG.01.h [Fruit and vegetables];AG.01.l.04 [Sauce/dressing],AG.01.af;AG.01.h;AG.01.l.04
12939,A013033,ENGLISH MUFFIN HALVES CUT SIDE,AG.01.n.13 [Cake];AG.01.w [Setting table],AG.01.n.13;AG.01.w
12940,A013034,CILANTRO BUTTER SAUCE,AG.01.e.01 [Butter];AG.01.n [Dishes and prepared food];AG.01.h [Fruit and vegetables];AG.01.l.04 [Sauce/dressing],AG.01.e.01;AG.01.n;AG.01.h;AG.01.l.04
12941,A013035,THIGH MEAT,AG.01.d [Animals for food];AG.01 [Food],AG.01.d;AG.01
12942,A013036,CRUSHED BOUILLON,AG.01.n.02 [Soup/pottage],AG.01.n.02
12943,A013037,CHICKEN PIECES SKIN-SIDE,AG.01.d.06 [Fowls];AG.01.n.11 [Bread],AG.01.d.06;AG.01.n.11
12944,A013038,CHICKEN SEAM SIDE,AG.01.d.06 [Fowls],AG.01.d.06
12945,A013039,MILD PAPRIKA,AG.01.h.02.f [Fruits as vegetables];AG.01.l.03 [Spice],AG.01.h.02.f;AG.01.l.03
12946,A013040,SOAKED WOOD,AG.01.ak.02.a [Excess in drinking],AG.01.ak.02.a
12947,A013041,PORK BUTT ROAST,AG.01.d.05 [Pork];AG.01.n.06 [Meat dishes],AG.01.d.05;AG.01.n.06
12948,A013042,HICKORY CHIPS,AF.20.c [Edible nuts/nut-trees];AF.23 [Particular timber trees/shrubs];AF.13.c [Non-British trees/shrubs];AE.14.m.03 [Subfamily Bovinae (bovines)],AF.20.c;AF.23;AF.13.c;AE.14.m.03
12949,A013043,VINEGAR SAUCE,AG.01.ae.01 [Wine-making];AG.01.l.04 [Sauce/dressing];AG.01.h [Fruit and vegetables];AG.01.l [Additive],AG.01.ae.01;AG.01.l.04;AG.01.h;AG.01.l
12950,A013044,GROUPER FILLETS,AE.10.g [Order Perciformes (perches)],AE.10.g
12951,A013045,SHELL PASTA,AG.01.o [Animal food],AG.01.o
12952,A013046,JUICY BREAST MEAT,AG.01.d.02 [Part/joint of animal];AG.01.d [Animals for food];AG.01.b [Consistency of food];AG.01 [Food],AG.01.d.02;AG.01.d;AG.01.b;AG.01
12953,A013047,TILAPIA FILETS,AE.10.g [Order Perciformes (perches)],AE.10.g
